"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","RPL18A (pp) RPL24","false","pp","RPL18A (pp) RPL24","0.976",,"0.9","0.992",,,"0.999","0.339"
"pp","RPL18A (pp) RPS6","false","pp","RPL18A (pp) RPS6","0.995",,"0.9","0.992",,,"0.999","0.433"
"pp","RPL18A (pp) ISG15","false","pp","RPL18A (pp) ISG15","0.189",,,"0.355",,,"0.459","0.05"
"pp","RPL18A (pp) RPL11","false","pp","RPL18A (pp) RPL11","0.996",,"0.9","0.992",,,"0.999","0.248"
"pp","RPL18A (pp) RPL10A","false","pp","RPL18A (pp) RPL10A","0.997",,"0.9","0.992",,"0.219","0.999","0.606"
"pp","RPL18A (pp) RPS4X","false","pp","RPL18A (pp) RPS4X","0.997",,"0.9","0.991",,,"0.999","0.198"
"pp","RPL18A (pp) RPL7A","false","pp","RPL18A (pp) RPL7A","0.994",,"0.9","0.992",,,"0.999","0.648"
"pp","RPL18A (pp) JUN","false","pp","RPL18A (pp) JUN",,,,"0.408",,,"0.435","0.085"
"pp","RPL18A (pp) RPL12","false","pp","RPL18A (pp) RPL12","0.996",,"0.9","0.992",,"0.219","0.999","0.474"
"pp","RPL18A (pp) RPS3A","false","pp","RPL18A (pp) RPS3A","0.997",,"0.9","0.992",,,"0.999","0.131"
"pp","RPL18A (pp) RPL21","false","pp","RPL18A (pp) RPL21","0.997",,"0.9","0.992",,"0.268","0.999","0.52"
"pp","RPL18A (pp) RPL27A","false","pp","RPL18A (pp) RPL27A","0.997",,"0.9","0.992",,,"0.999","0.608"
"pp","RPL18A (pp) RPL3","false","pp","RPL18A (pp) RPL3","0.999",,"0.9","0.99",,,"0.999","0.534"
"pp","RPL18A (pp) RPS15A","false","pp","RPL18A (pp) RPS15A","0.995",,"0.9","0.991",,,"0.999","0.436"
"pp","RPL18A (pp) RPL13","false","pp","RPL18A (pp) RPL13","0.996",,"0.9","0.991",,,"0.999","0.402"
"pp","RPL18A (pp) RPS23","false","pp","RPL18A (pp) RPS23","0.993",,"0.9","0.992",,,"0.999","0.394"
"pp","RPL18A (pp) RPS11","false","pp","RPL18A (pp) RPS11","0.999",,"0.9","0.992",,,"0.999","0.076"
"pp","RPL18A (pp) RPL8","false","pp","RPL18A (pp) RPL8","0.999",,"0.9","0.992",,,"0.999","0.267"
"pp","RPS15A (pp) RPS10","false","pp","RPS15A (pp) RPS10","0.997",,"0.9","0.992",,,"0.999","0.523"
"pp","RPS15A (pp) RPS5","false","pp","RPS15A (pp) RPS5","0.997",,"0.9","0.991",,"0.167","0.999","0.564"
"pp","RPS15A (pp) RPS19","false","pp","RPS15A (pp) RPS19","0.997",,"0.9","0.991",,,"0.999","0.573"
"pp","RPS15A (pp) RPL27","false","pp","RPS15A (pp) RPL27","0.996",,"0.9","0.991",,"0.135","0.999","0.388"
"pp","RPS15A (pp) RPL26","false","pp","RPS15A (pp) RPL26","0.997","0.307","0.9","0.96",,"0.135","0.999","0.487"
"pp","RPS15A (pp) RPL28","false","pp","RPS15A (pp) RPL28","0.992",,"0.9","0.957",,,"0.999","0.474"
"pp","RPS15A (pp) RPLP0","false","pp","RPS15A (pp) RPLP0","0.996",,"0.9","0.991",,"0.167","0.999","0.36"
"pp","RPS15A (pp) RPL30","false","pp","RPS15A (pp) RPL30","0.992",,"0.9","0.991",,,"0.999","0.575"
"pp","RPS15A (pp) RPL35A","false","pp","RPS15A (pp) RPL35A","0.992",,"0.9","0.988",,,"0.999","0.473"
"pp","RPS15A (pp) RPL37A","false","pp","RPS15A (pp) RPL37A","0.959",,"0.9","0.989",,,"0.999","0.247"
"pp","RPS15A (pp) RPL36A","false","pp","RPS15A (pp) RPL36A","0.858",,"0.9","0.956",,,"0.999","0.525"
"pp","RPS15A (pp) RPL9","false","pp","RPS15A (pp) RPL9","0.997","0.361","0.9","0.991",,"0.219","0.999","0.429"
"pp","RPS15A (pp) RPL17","false","pp","RPS15A (pp) RPL17","0.988",,"0.9","0.989",,"0.111","0.999","0.263"
"pp","RPS15A (pp) RPS18","false","pp","RPS15A (pp) RPS18","0.999",,"0.9","0.991",,"0.219","0.999","0.635"
"pp","RPS15A (pp) RPL31","false","pp","RPS15A (pp) RPL31","0.991",,"0.9","0.959",,,"0.999","0.608"
"pp","RPS15A (pp) RPL14","false","pp","RPS15A (pp) RPL14","0.981",,"0.9","0.991",,"0.135","0.999","0.262"
"pp","RPS15A (pp) RPL24","false","pp","RPS15A (pp) RPL24","0.988",,"0.9","0.992",,,"0.999","0.52"
"pp","RPS15A (pp) RPS6","false","pp","RPS15A (pp) RPS6","0.997",,"0.9","0.992",,,"0.999","0.426"
"pp","RPS15A (pp) ISG15","false","pp","RPS15A (pp) ISG15","0.177",,,"0.403",,,"0.559","0.174"
"pp","RPS15A (pp) RPL11","false","pp","RPS15A (pp) RPL11","0.997",,"0.9","0.991",,"0.219","0.999","0.512"
"pp","RPS15A (pp) RPL10A","false","pp","RPS15A (pp) RPL10A","0.997",,"0.9","0.991",,"0.167","0.999","0.698"
"pp","RPS15A (pp) RPS4X","false","pp","RPS15A (pp) RPS4X","0.993","0.29","0.9","0.991",,"0.219","0.999","0.669"
"pp","RPS15A (pp) RPL7A","false","pp","RPS15A (pp) RPL7A","0.992",,"0.9","0.991",,"0.07","0.999","0.552"
"pp","RPS15A (pp) RPL12","false","pp","RPS15A (pp) RPL12","0.996",,"0.9","0.991",,"0.167","0.999","0.556"
"pp","RPS15A (pp) RPS3A","false","pp","RPS15A (pp) RPS3A","0.997",,"0.9","0.991",,,"0.999","0.45"
"pp","RPS15A (pp) RPL21","false","pp","RPS15A (pp) RPL21","0.997",,"0.9","0.992",,,"0.999","0.21"
"pp","RPS15A (pp) RPL27A","false","pp","RPS15A (pp) RPL27A","0.993",,"0.9","0.992",,"0.167","0.999","0.581"
"pp","RPS15A (pp) RPL3","false","pp","RPS15A (pp) RPL3","0.994","0.256","0.9","0.989",,"0.135","0.999","0.597"
"pp","RPL14 (pp) RPS10","false","pp","RPL14 (pp) RPS10","0.942",,"0.9","0.989",,,"0.999","0.717"
"pp","RPL14 (pp) RPS5","false","pp","RPL14 (pp) RPS5","0.981",,"0.9","0.99",,"0.112","0.999","0.48"
"pp","RPL14 (pp) RPS19","false","pp","RPL14 (pp) RPS19","0.982",,"0.9","0.991",,,"0.999","0.762"
"pp","RPL14 (pp) RPL27","false","pp","RPL14 (pp) RPL27","0.995",,"0.9","0.991",,,"0.999","0.722"
"pp","RPL14 (pp) RPL26","false","pp","RPL14 (pp) RPL26","0.991",,"0.9","0.989",,"0.11","0.999","0.681"
"pp","RPL14 (pp) RPL28","false","pp","RPL14 (pp) RPL28","0.993",,"0.9","0.957",,,"0.999","0.653"
"pp","RPL14 (pp) RPLP0","false","pp","RPL14 (pp) RPLP0","0.994",,"0.9","0.99",,,"0.999","0.525"
"pp","RPL14 (pp) RPL30","false","pp","RPL14 (pp) RPL30","0.993",,"0.9","0.991",,,"0.999","0.558"
"pp","RPL14 (pp) RPL35A","false","pp","RPL14 (pp) RPL35A","0.996",,"0.9","0.991",,,"0.999","0.757"
"pp","RPL14 (pp) RPL37A","false","pp","RPL14 (pp) RPL37A","0.978",,"0.9","0.992",,,"0.999","0.541"
"pp","RPL14 (pp) RPL36A","false","pp","RPL14 (pp) RPL36A","0.777",,"0.9","0.956",,,"0.999","0.521"
"pp","RPL14 (pp) RPL9","false","pp","RPL14 (pp) RPL9","0.993",,"0.9","0.992",,"0.185","0.999","0.821"
"pp","RPL14 (pp) RPL17","false","pp","RPL14 (pp) RPL17","0.96",,"0.9","0.986",,"0.081","0.999","0.221"
"pp","RPL14 (pp) RPS18","false","pp","RPL14 (pp) RPS18","0.992",,"0.9","0.991",,"0.185","0.999","0.705"
"pp","RPL14 (pp) RPL31","false","pp","RPL14 (pp) RPL31","0.993",,"0.9","0.96",,,"0.999","0.708"
"pp","C3 (pp) CFB","false","pp","C3 (pp) CFB","0.31",,"0.9","0.873",,,"0.998","0.869"
"pp","C3 (pp) C4A","false","pp","C3 (pp) C4A","0.22",,"0.9",,,,"0.938","0.269"
"pp","C3 (pp) FGG","false","pp","C3 (pp) FGG","0.2",,"0.9",,,,"0.94","0.312"
"pp","C3 (pp) F2","false","pp","C3 (pp) F2","0.108",,,"0.05",,,"0.496","0.452"
"pp","C3 (pp) FGA","false","pp","C3 (pp) FGA","0.217",,"0.9",,,,"0.945","0.359"
"pp","C3 (pp) FGB","false","pp","C3 (pp) FGB","0.195",,,,,,"0.401","0.286"
"pp","C3 (pp) C2","false","pp","C3 (pp) C2","0.148",,"0.9","0.404",,,"0.984","0.733"
"pp","C3 (pp) MASP1","false","pp","C3 (pp) MASP1","0.086",,,"0.384",,,"0.798","0.67"
"pp","RPL8 (pp) RPS10","false","pp","RPL8 (pp) RPS10","0.998",,"0.9","0.992",,,"0.999","0.438"
"pp","RPL8 (pp) RPS5","false","pp","RPL8 (pp) RPS5","0.997",,"0.9","0.977",,"0.167","0.999","0.778"
"pp","RPL8 (pp) RPS19","false","pp","RPL8 (pp) RPS19","0.999",,"0.9","0.992",,,"0.999","0.619"
"pp","RPL8 (pp) RPL27","false","pp","RPL8 (pp) RPL27","0.995",,"0.9","0.992",,"0.135","0.999","0.635"
"pp","RPL8 (pp) RPL26","false","pp","RPL8 (pp) RPL26","0.992","0.298","0.9","0.992",,"0.135","0.999","0.599"
"pp","RPL8 (pp) RPL28","false","pp","RPL8 (pp) RPL28","0.993",,"0.9","0.905",,,"0.999","0.657"
"pp","RPL8 (pp) RPLP0","false","pp","RPL8 (pp) RPLP0","0.997","0.227","0.9","0.99",,"0.167","0.999","0.469"
"pp","RPL8 (pp) RPL30","false","pp","RPL8 (pp) RPL30","0.993",,"0.9","0.992",,,"0.999","0.713"
"pp","RPL8 (pp) RPL35A","false","pp","RPL8 (pp) RPL35A","0.995",,"0.9","0.992",,,"0.999","0.22"
"pp","RPL8 (pp) RPL37A","false","pp","RPL8 (pp) RPL37A","0.931",,"0.9","0.992",,,"0.999","0.458"
"pp","RPL8 (pp) RPL36A","false","pp","RPL8 (pp) RPL36A","0.729",,"0.9","0.956",,,"0.999","0.564"
"pp","RPL8 (pp) RPL9","false","pp","RPL8 (pp) RPL9","0.997","0.295","0.9","0.991",,"0.219","0.999","0.662"
"pp","RPL8 (pp) RPL17","false","pp","RPL8 (pp) RPL17","0.999",,"0.9","0.991",,"0.111","0.999","0.279"
"pp","RPL8 (pp) RPS18","false","pp","RPL8 (pp) RPS18","0.999",,"0.9","0.992",,"0.219","0.999","0.763"
"pp","RPL8 (pp) RPL31","false","pp","RPL8 (pp) RPL31","0.992",,"0.9","0.963",,,"0.999","0.504"
"pp","RPL8 (pp) RPL14","false","pp","RPL8 (pp) RPL14","0.993",,"0.9","0.991",,"0.135","0.999","0.757"
"pp","RPL8 (pp) RPL24","false","pp","RPL8 (pp) RPL24","0.976",,"0.9","0.992",,,"0.999","0.615"
"pp","RPL8 (pp) RPS6","false","pp","RPL8 (pp) RPS6","0.997",,"0.9","0.992",,,"0.999","0.456"
"pp","RPL8 (pp) ISG15","false","pp","RPL8 (pp) ISG15","0.155",,,"0.54",,,"0.618","0.097"
"pp","RPL8 (pp) RPL11","false","pp","RPL8 (pp) RPL11","0.996",,"0.9","0.992",,"0.219","0.999","0.708"
"pp","RPL8 (pp) RPL10A","false","pp","RPL8 (pp) RPL10A","0.999",,"0.9","0.992",,"0.167","0.999","0.591"
"pp","RPL8 (pp) RPS4X","false","pp","RPL8 (pp) RPS4X","0.997","0.253","0.9","0.988",,"0.219","0.999","0.585"
"pp","RPL8 (pp) RPL7A","false","pp","RPL8 (pp) RPL7A","0.997",,"0.9","0.992",,"0.078","0.999","0.582"
"pp","RPL8 (pp) RPL12","false","pp","RPL8 (pp) RPL12","0.996",,"0.9","0.992",,"0.167","0.999","0.595"
"pp","RPL8 (pp) RPS3A","false","pp","RPL8 (pp) RPS3A","0.999","0.274","0.9","0.992",,,"0.999","0.708"
"pp","RPL8 (pp) RPL21","false","pp","RPL8 (pp) RPL21","0.999",,"0.9","0.992",,,"0.999","0.678"
"pp","RPL8 (pp) RPL27A","false","pp","RPL8 (pp) RPL27A","0.993",,"0.9","0.992",,"0.167","0.999","0.79"
"pp","RPL8 (pp) RPL3","false","pp","RPL8 (pp) RPL3","0.999","0.206","0.9","0.992",,"0.135","0.999","0.764"
"pp","RPL8 (pp) RPS15A","false","pp","RPL8 (pp) RPS15A","0.997","0.233","0.9","0.988",,"0.167","0.999","0.344"
"pp","RPL8 (pp) RPL13","false","pp","RPL8 (pp) RPL13","0.996",,"0.9","0.992",,,"0.999","0.73"
"pp","RPL8 (pp) RPS23","false","pp","RPL8 (pp) RPS23","0.993",,"0.9","0.992",,"0.167","0.999","0.776"
"pp","RPL8 (pp) RPS11","false","pp","RPL8 (pp) RPS11","0.999","0.207","0.9","0.992",,"0.219","0.999","0.673"
"pp","EIF2AK2 (pp) RPS10","false","pp","EIF2AK2 (pp) RPS10","0.505",,,,,,"0.505",
"pp","EIF2AK2 (pp) RPS5","false","pp","EIF2AK2 (pp) RPS5","0.426",,,,,,"0.443","0.069"
"pp","EIF2AK2 (pp) RPS19","false","pp","EIF2AK2 (pp) RPS19","0.507",,,,,,"0.507",
"pp","EIF2AK2 (pp) RPLP0","false","pp","EIF2AK2 (pp) RPLP0","0.289",,,"0.328",,,"0.501",
"pp","EIF2AK2 (pp) MAVS","false","pp","EIF2AK2 (pp) MAVS",,,,"0.379",,,"0.642","0.447"
"pp","EIF2AK2 (pp) RPL17","false","pp","EIF2AK2 (pp) RPL17","0.429",,,,,,"0.464","0.101"
"pp","EIF2AK2 (pp) RPS18","false","pp","EIF2AK2 (pp) RPS18","0.506",,,,,,"0.506",
"pp","EIF2AK2 (pp) RPS6","false","pp","EIF2AK2 (pp) RPS6","0.503",,,,,,"0.532","0.097"
"pp","EIF2AK2 (pp) ISG15","false","pp","EIF2AK2 (pp) ISG15","0.577",,"0.9",,,,"0.981","0.604"
"pp","EIF2AK2 (pp) RPL10A","false","pp","EIF2AK2 (pp) RPL10A","0.506",,,,,,"0.548","0.123"
"pp","EIF2AK2 (pp) RPS3A","false","pp","EIF2AK2 (pp) RPS3A","0.306",,,"0.328",,,"0.513",
"pp","EIF2AK2 (pp) RPL21","false","pp","EIF2AK2 (pp) RPL21","0.456",,,,,,"0.555","0.217"
"pp","EIF2AK2 (pp) RPL3","false","pp","EIF2AK2 (pp) RPL3","0.426",,,,,,"0.426",
"pp","EIF2AK2 (pp) JAK1","false","pp","EIF2AK2 (pp) JAK1","0.062",,"0.9","0.342",,,"0.939","0.142"
"pp","EIF2AK2 (pp) RPS15A","false","pp","EIF2AK2 (pp) RPS15A","0.428",,,,,,"0.435","0.054"
"pp","EIF2AK2 (pp) RPS11","false","pp","EIF2AK2 (pp) RPS11","0.499",,,,,,"0.499",
"pp","EIF2AK2 (pp) RPL8","false","pp","EIF2AK2 (pp) RPL8","0.429",,,,,,"0.434","0.05"
"pp","RPL17 (pp) RPS10","false","pp","RPL17 (pp) RPS10","0.991",,"0.9","0.944",,,"0.999","0.085"
"pp","RPL17 (pp) RPS5","false","pp","RPL17 (pp) RPS5","0.993",,"0.9","0.989",,"0.111","0.999","0.173"
"pp","RPL17 (pp) RPS19","false","pp","RPL17 (pp) RPS19","0.996",,"0.9","0.99",,,"0.999","0.266"
"pp","RPL17 (pp) RPL27","false","pp","RPL17 (pp) RPL27","0.983",,"0.9","0.956",,"0.081","0.999","0.062"
"pp","RPL17 (pp) RPL26","false","pp","RPL17 (pp) RPL26","0.984","0.244","0.9","0.985",,"0.081","0.999","0.49"
"pp","RPL17 (pp) RPL28","false","pp","RPL17 (pp) RPL28","0.98",,"0.9","0.734",,,"0.999","0.212"
"pp","RPL17 (pp) RPLP0","false","pp","RPL17 (pp) RPLP0","0.984",,"0.9","0.991",,"0.111","0.999","0.211"
"pp","RPL17 (pp) RPL30","false","pp","RPL17 (pp) RPL30","0.958",,"0.9","0.956",,,"0.999","0.081"
"pp","RPL17 (pp) RPL35A","false","pp","RPL17 (pp) RPL35A","0.97",,"0.9","0.988",,,"0.999","0.224"
"pp","RPL17 (pp) RPL37A","false","pp","RPL17 (pp) RPL37A","0.87",,"0.9","0.989",,,"0.999","0.222"
"pp","RPL17 (pp) RPL36A","false","pp","RPL17 (pp) RPL36A","0.583",,"0.9","0.944",,,"0.997","0.157"
"pp","RPL17 (pp) RPL9","false","pp","RPL17 (pp) RPL9","0.982","0.235","0.9","0.987",,"0.167","0.999","0.222"
"pp","IL6ST (pp) RPL37A","false","pp","IL6ST (pp) RPL37A",,,,,,,"0.443","0.443"
"pp","RPL27A (pp) RPS10","false","pp","RPL27A (pp) RPS10","0.988",,"0.9","0.991",,,"0.999","0.929"
"pp","RPL27A (pp) RPS5","false","pp","RPL27A (pp) RPS5","0.993",,"0.9","0.981",,"0.167","0.999","0.926"
"pp","RPL27A (pp) RPS19","false","pp","RPL27A (pp) RPS19","0.995",,"0.9","0.992",,,"0.999","0.514"
"pp","RPL27A (pp) RPL27","false","pp","RPL27A (pp) RPL27","0.996",,"0.9","0.992",,"0.135","0.999","0.464"
"pp","RPL27A (pp) RPL26","false","pp","RPL27A (pp) RPL26","0.992",,"0.9","0.96",,"0.135","0.999","0.642"
"pp","RPL27A (pp) RPL28","false","pp","RPL27A (pp) RPL28","0.993",,"0.9","0.797",,,"0.999","0.91"
"pp","RPL27A (pp) RPLP0","false","pp","RPL27A (pp) RPLP0","0.995",,"0.9","0.991",,"0.167","0.999","0.606"
"pp","RPL27A (pp) RPL30","false","pp","RPL27A (pp) RPL30","0.993","0.323","0.9","0.992",,,"0.999","0.705"
"pp","RPL27A (pp) RPL35A","false","pp","RPL27A (pp) RPL35A","0.995",,"0.9","0.991",,,"0.999","0.434"
"pp","RPL27A (pp) RPL37A","false","pp","RPL27A (pp) RPL37A","0.974",,"0.9","0.992",,,"0.999","0.564"
"pp","RPL27A (pp) RPL36A","false","pp","RPL27A (pp) RPL36A","0.786",,"0.9","0.956",,,"0.999","0.586"
"pp","RPL27A (pp) RPL9","false","pp","RPL27A (pp) RPL9","0.996",,"0.9","0.992",,"0.219","0.999","0.57"
"pp","RPL27A (pp) RPL17","false","pp","RPL27A (pp) RPL17","0.984",,"0.9","0.991",,"0.111","0.999","0.284"
"pp","RPL27A (pp) RPS18","false","pp","RPL27A (pp) RPS18","0.994",,"0.9","0.992",,"0.219","0.999","0.492"
"pp","RPL27A (pp) RPL31","false","pp","RPL27A (pp) RPL31","0.993",,"0.9","0.962",,,"0.999","0.724"
"pp","RPL27A (pp) RPL14","false","pp","RPL27A (pp) RPL14","0.995",,"0.9","0.991",,"0.135","0.999","0.53"
"pp","RPL27A (pp) RPL24","false","pp","RPL27A (pp) RPL24","0.971",,"0.9","0.992",,,"0.999","0.668"
"pp","RPL27A (pp) RPS6","false","pp","RPL27A (pp) RPS6","0.994",,"0.9","0.991",,,"0.999","0.671"
"pp","RPL27A (pp) ISG15","false","pp","RPL27A (pp) ISG15","0.143",,,"0.318",,,"0.412","0.075"
"pp","RPL27A (pp) RPL11","false","pp","RPL27A (pp) RPL11","0.995",,"0.9","0.992",,"0.219","0.999","0.71"
"pp","RPL27A (pp) RPL10A","false","pp","RPL27A (pp) RPL10A","0.993",,"0.9","0.991",,"0.167","0.999","0.617"
"pp","RPL27A (pp) RPS4X","false","pp","RPL27A (pp) RPS4X","0.996","0.211","0.9","0.992",,"0.219","0.999","0.449"
"pp","RPL27A (pp) RPL7A","false","pp","RPL27A (pp) RPL7A","0.993",,"0.9","0.992",,"0.056","0.999","0.561"
"pp","RPL27A (pp) RPL12","false","pp","RPL27A (pp) RPL12","0.993",,"0.9","0.992",,"0.167","0.999","0.654"
"pp","RPL27A (pp) RPS3A","false","pp","RPL27A (pp) RPS3A","0.997",,"0.9","0.992",,,"0.999","0.623"
"pp","RPL27A (pp) RPL21","false","pp","RPL27A (pp) RPL21","0.994",,"0.9","0.991",,,"0.999","0.902"
"pp","ISG15 (pp) IKBKG","false","pp","ISG15 (pp) IKBKG","0.065",,,"0.087",,,"0.482","0.443"
"pp","ISG15 (pp) RPS10","false","pp","ISG15 (pp) RPS10","0.174",,,"0.302",,,"0.408","0.056"
"pp","ISG15 (pp) RPS5","false","pp","ISG15 (pp) RPS5","0.17",,,"0.411",,,"0.509","0.078"
"pp","ISG15 (pp) RPS19","false","pp","ISG15 (pp) RPS19","0.178",,,"0.582",,,"0.66","0.092"
"pp","ISG15 (pp) RPL27","false","pp","ISG15 (pp) RPL27","0.139",,,"0.584",,,"0.635","0.064"
"pp","ISG15 (pp) RPL26","false","pp","ISG15 (pp) RPL26","0.166",,,"0.381",,,"0.476","0.068"
"pp","ISG15 (pp) RPL28","false","pp","ISG15 (pp) RPL28","0.136",,,"0.385",,,"0.445",
"pp","ISG15 (pp) RPLP0","false","pp","ISG15 (pp) RPLP0","0.113",,,"0.364",,,"0.452","0.107"
"pp","ISG15 (pp) RPL30","false","pp","ISG15 (pp) RPL30","0.196",,,"0.548",,,"0.632","0.069"
"pp","ISG15 (pp) RPL35A","false","pp","ISG15 (pp) RPL35A","0.189",,,"0.586",,,"0.655","0.057"
"pp","ISG15 (pp) RPL37A","false","pp","ISG15 (pp) RPL37A","0.225",,,"0.574",,,"0.66","0.053"
"pp","ISG15 (pp) RPL36A","false","pp","ISG15 (pp) RPL36A","0.176",,,"0.382",,,"0.477","0.057"
"pp","ISG15 (pp) MAVS","false","pp","ISG15 (pp) MAVS",,,,"0.132",,,"0.692","0.66"
"pp","ISG15 (pp) RPL9","false","pp","ISG15 (pp) RPL9","0.189",,,"0.375",,,"0.492","0.079"
"pp","ISG15 (pp) RPL17","false","pp","ISG15 (pp) RPL17","0.142",,,"0.376",,,"0.453","0.062"
"pp","ISG15 (pp) RPS18","false","pp","ISG15 (pp) RPS18","0.196",,,"0.583",,,"0.653","0.05"
"pp","ISG15 (pp) RPL31","false","pp","ISG15 (pp) RPL31","0.198",,,"0.567",,,"0.652","0.078"
"pp","ISG15 (pp) RPL14","false","pp","ISG15 (pp) RPL14","0.139",,,"0.302",,,"0.406","0.091"
"pp","ISG15 (pp) RPL24","false","pp","ISG15 (pp) RPL24","0.141",,,"0.574",,,"0.618","0.042"
"pp","ISG15 (pp) RPS6","false","pp","ISG15 (pp) RPS6","0.193",,,"0.355",,,"0.487","0.094"
"pp","RPL35A (pp) RPS10","false","pp","RPL35A (pp) RPS10","0.982",,"0.9","0.991",,,"0.999","0.874"
"pp","RPL35A (pp) RPS5","false","pp","RPL35A (pp) RPS5","0.992",,"0.9","0.976",,,"0.999","0.199"
"pp","RPL35A (pp) RPS19","false","pp","RPL35A (pp) RPS19","0.988",,"0.9","0.992",,,"0.999","0.907"
"pp","RPL35A (pp) RPL27","false","pp","RPL35A (pp) RPL27","0.997",,"0.9","0.992",,,"0.999","0.708"
"pp","RPL35A (pp) RPL26","false","pp","RPL35A (pp) RPL26","0.996",,"0.9","0.96",,,"0.999","0.816"
"pp","RPL35A (pp) RPL28","false","pp","RPL35A (pp) RPL28","0.993",,"0.9","0.804",,,"0.999","0.327"
"pp","RPL35A (pp) RPLP0","false","pp","RPL35A (pp) RPLP0","0.996",,"0.9","0.986",,,"0.999","0.211"
"pp","RPL35A (pp) RPL30","false","pp","RPL35A (pp) RPL30","0.997",,"0.9","0.96",,,"0.999","0.661"
"pp","RPL13 (pp) RPS10","false","pp","RPL13 (pp) RPS10","0.988",,"0.9","0.991",,,"0.999","0.405"
"pp","RPL13 (pp) RPS5","false","pp","RPL13 (pp) RPS5","0.994",,"0.9","0.986",,,"0.999","0.388"
"pp","RPL13 (pp) RPS19","false","pp","RPL13 (pp) RPS19","0.995",,"0.9","0.992",,,"0.999","0.523"
"pp","RPL13 (pp) RPL27","false","pp","RPL13 (pp) RPL27","0.995",,"0.9","0.991",,,"0.999","0.434"
"pp","RPL13 (pp) RPL26","false","pp","RPL13 (pp) RPL26","0.992",,"0.9","0.992",,,"0.999","0.23"
"pp","RPL13 (pp) RPL28","false","pp","RPL13 (pp) RPL28","0.993",,"0.9","0.958",,,"0.999","0.39"
"pp","RPL13 (pp) RPLP0","false","pp","RPL13 (pp) RPLP0","0.996",,"0.9","0.992",,,"0.999","0.413"
"pp","RPL13 (pp) RPL30","false","pp","RPL13 (pp) RPL30","0.993",,"0.9","0.992",,,"0.999","0.227"
"pp","RPL13 (pp) RPL35A","false","pp","RPL13 (pp) RPL35A","0.995",,"0.9","0.991",,,"0.999","0.211"
"pp","RPL13 (pp) RPL37A","false","pp","RPL13 (pp) RPL37A","0.976",,"0.9","0.992",,,"0.999","0.223"
"pp","RPL13 (pp) RPL36A","false","pp","RPL13 (pp) RPL36A","0.762",,"0.9","0.954",,,"0.999","0.333"
"pp","RPL13 (pp) RPL9","false","pp","RPL13 (pp) RPL9","0.993",,"0.9","0.992",,,"0.999","0.218"
"pp","RPL13 (pp) RPL17","false","pp","RPL13 (pp) RPL17","0.981",,"0.9","0.99",,,"0.999","0.328"
"pp","RPL13 (pp) RPS18","false","pp","RPL13 (pp) RPS18","0.993",,"0.9","0.991",,,"0.999","0.091"
"pp","RPL13 (pp) RPL31","false","pp","RPL13 (pp) RPL31","0.993",,"0.9","0.962",,,"0.999","0.166"
"pp","RPL13 (pp) RPL14","false","pp","RPL13 (pp) RPL14","0.994",,"0.9","0.991",,,"0.999","0.445"
"pp","RPL13 (pp) RPL24","false","pp","RPL13 (pp) RPL24","0.969",,"0.9","0.992",,,"0.999","0.47"
"pp","RPL13 (pp) RPS6","false","pp","RPL13 (pp) RPS6","0.995",,"0.9","0.991",,,"0.999","0.502"
"pp","RPL13 (pp) ISG15","false","pp","RPL13 (pp) ISG15","0.177",,,"0.355",,,"0.466","0.075"
"pp","RPL13 (pp) RPL11","false","pp","RPL13 (pp) RPL11","0.995",,"0.9","0.992",,,"0.999","0.26"
"pp","RPL13 (pp) RPL10A","false","pp","RPL13 (pp) RPL10A","0.995",,"0.9","0.991",,,"0.999","0.155"
"pp","RPL13 (pp) RPS4X","false","pp","RPL13 (pp) RPS4X","0.994",,"0.9","0.992",,,"0.999","0.069"
"pp","RPL13 (pp) RPL7A","false","pp","RPL13 (pp) RPL7A","0.997",,"0.9","0.991",,,"0.999","0.403"
"pp","RPL13 (pp) RPL12","false","pp","RPL13 (pp) RPL12","0.996",,"0.9","0.991",,,"0.999","0.173"
