"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","RPL13 (pp) RPS3A","false","pp","RPL13 (pp) RPS3A","0.993",,"0.9","0.992",,,"0.999","0.443"
"pp","RPL13 (pp) RPL21","false","pp","RPL13 (pp) RPL21","0.993",,"0.9","0.994",,,"0.999","0.353"
"pp","RPL13 (pp) RPL27A","false","pp","RPL13 (pp) RPL27A","0.994",,"0.9","0.991",,,"0.999","0.284"
"pp","RPL13 (pp) RPL3","false","pp","RPL13 (pp) RPL3","0.994",,"0.9","0.989",,,"0.999","0.267"
"pp","RPL13 (pp) RPS15A","false","pp","RPL13 (pp) RPS15A","0.992",,"0.9","0.992",,,"0.999","0.22"
"pp","RPS3A (pp) RPS10","false","pp","RPS3A (pp) RPS10","0.996",,"0.9","0.991",,,"0.999","0.594"
"pp","RPS3A (pp) RPS5","false","pp","RPS3A (pp) RPS5","0.994",,"0.9","0.991",,,"0.999","0.667"
"pp","RPS3A (pp) RPS19","false","pp","RPS3A (pp) RPS19","0.995",,"0.9","0.992",,,"0.999","0.668"
"pp","RPS3A (pp) RPL27","false","pp","RPS3A (pp) RPL27","0.997",,"0.9","0.992",,,"0.999","0.488"
"pp","RPS3A (pp) RPL26","false","pp","RPS3A (pp) RPL26","0.998","0.269","0.9","0.992",,,"0.999","0.516"
"pp","RPS3A (pp) RPL28","false","pp","RPS3A (pp) RPL28","0.993",,"0.9","0.959",,,"0.999","0.469"
"pp","RPS3A (pp) RPLP0","false","pp","RPS3A (pp) RPLP0","0.995","0.255","0.9","0.991",,,"0.999","0.311"
"pp","RPS3A (pp) RPL30","false","pp","RPS3A (pp) RPL30","0.995",,"0.9","0.992",,,"0.999","0.689"
"pp","RPS3A (pp) RPL35A","false","pp","RPS3A (pp) RPL35A","0.995",,"0.9","0.992",,,"0.999","0.247"
"pp","RPS3A (pp) RPL37A","false","pp","RPS3A (pp) RPL37A","0.976",,"0.9","0.992",,,"0.999","0.166"
"pp","RPS3A (pp) RPL36A","false","pp","RPS3A (pp) RPL36A","0.81",,"0.9","0.956",,,"0.999","0.57"
"pp","RPS3A (pp) RPL9","false","pp","RPS3A (pp) RPL9","0.998","0.336","0.9","0.991",,,"0.999","0.702"
"pp","RPS3A (pp) RPL17","false","pp","RPS3A (pp) RPL17","0.994",,"0.9","0.989",,,"0.999","0.135"
"pp","RPS3A (pp) RPS18","false","pp","RPS3A (pp) RPS18","0.997",,"0.9","0.992",,,"0.999","0.349"
"pp","RPS3A (pp) RPL31","false","pp","RPS3A (pp) RPL31","0.997",,"0.9","0.963",,,"0.999","0.72"
"pp","RPS3A (pp) RPL14","false","pp","RPS3A (pp) RPL14","0.995",,"0.9","0.992",,,"0.999","0.58"
"pp","RPS3A (pp) RPL24","false","pp","RPS3A (pp) RPL24","0.988",,"0.9","0.992",,,"0.999","0.427"
"pp","RPS3A (pp) RPS6","false","pp","RPS3A (pp) RPS6","0.997",,"0.9","0.992",,,"0.999","0.721"
"pp","RPS3A (pp) ISG15","false","pp","RPS3A (pp) ISG15","0.207",,,"0.569",,,"0.649","0.058"
"pp","RPS3A (pp) RPL11","false","pp","RPS3A (pp) RPL11","0.997",,"0.9","0.992",,,"0.999","0.658"
"pp","RPS3A (pp) RPL10A","false","pp","RPS3A (pp) RPL10A","0.996",,"0.9","0.992",,,"0.999","0.42"
"pp","RPS3A (pp) RPS4X","false","pp","RPS3A (pp) RPS4X","0.997","0.258","0.9","0.992",,,"0.999","0.636"
"pp","RPS3A (pp) RPL7A","false","pp","RPS3A (pp) RPL7A","0.996",,"0.9","0.992",,,"0.999","0.759"
"pp","RPS3A (pp) RPL12","false","pp","RPS3A (pp) RPL12","0.995",,"0.9","0.992",,,"0.999","0.627"
"pp","C5 (pp) CFB","false","pp","C5 (pp) CFB","0.064",,"0.9","0.061",,,"0.946","0.467"
"pp","C5 (pp) C4A","false","pp","C5 (pp) C4A","0.082",,"0.9",,,,"0.924","0.238"
"pp","C5 (pp) F2","false","pp","C5 (pp) F2","0.158",,"0.9","0.05",,,"0.939","0.328"
"pp","C5 (pp) C2","false","pp","C5 (pp) C2","0.063",,"0.9","0.391",,,"0.963","0.437"
"pp","C5 (pp) C3","false","pp","C5 (pp) C3","0.063",,"0.9","0.379",,,"0.947","0.21"
"pp","RPL30 (pp) RPS10","false","pp","RPL30 (pp) RPS10","0.978",,"0.9","0.991",,,"0.999","0.673"
"pp","RPL30 (pp) RPS5","false","pp","RPL30 (pp) RPS5","0.991",,"0.9","0.99",,"0.219","0.999","0.679"
"pp","RPL30 (pp) RPS19","false","pp","RPL30 (pp) RPS19","0.976",,"0.9","0.992",,,"0.999","0.536"
"pp","RPL30 (pp) RPL27","false","pp","RPL30 (pp) RPL27","0.997",,"0.9","0.992",,,"0.999","0.781"
"pp","RPL30 (pp) RPL26","false","pp","RPL30 (pp) RPL26","0.995","0.268","0.9","0.992",,,"0.999","0.729"
"pp","RPL30 (pp) RPL28","false","pp","RPL30 (pp) RPL28","0.992",,"0.9","0.855",,,"0.999","0.7"
"pp","RPL30 (pp) RPLP0","false","pp","RPL30 (pp) RPLP0","0.996",,"0.9","0.992",,,"0.999","0.628"
"pp","MASP1 (pp) C4A","false","pp","MASP1 (pp) C4A","0.104",,"0.9","0.05",,,"0.967","0.668"
"pp","MASP1 (pp) C2","false","pp","MASP1 (pp) C2","0.064",,"0.9","0.294",,,"0.941","0.219"
"pp","RPS18 (pp) RPS10","false","pp","RPS18 (pp) RPS10","0.999",,"0.9","0.991",,,"0.999","0.61"
"pp","RPS18 (pp) RPS5","false","pp","RPS18 (pp) RPS5","0.999",,"0.9","0.987",,"0.219","0.999","0.701"
"pp","RPS18 (pp) RPS19","false","pp","RPS18 (pp) RPS19","0.999",,"0.9","0.967",,,"0.999","0.786"
"pp","RPS18 (pp) RPL27","false","pp","RPS18 (pp) RPL27","0.994",,"0.9","0.992",,"0.185","0.999","0.453"
"pp","RPS18 (pp) RPL26","false","pp","RPS18 (pp) RPL26","0.993",,"0.9","0.992",,"0.185","0.999","0.499"
"pp","RPS18 (pp) RPL28","false","pp","RPS18 (pp) RPL28","0.993",,"0.9","0.836",,,"0.999","0.406"
"pp","RPS18 (pp) RPLP0","false","pp","RPS18 (pp) RPLP0","0.995",,"0.9","0.986",,"0.219","0.999","0.638"
"pp","RPS18 (pp) RPL30","false","pp","RPS18 (pp) RPL30","0.99",,"0.9","0.991",,,"0.999","0.586"
"pp","RPS18 (pp) RPL35A","false","pp","RPS18 (pp) RPL35A","0.992",,"0.9","0.992",,,"0.999","0.205"
"pp","RPS18 (pp) RPL37A","false","pp","RPS18 (pp) RPL37A","0.964",,"0.9","0.992",,,"0.999","0.519"
"pp","RPS18 (pp) RPL36A","false","pp","RPS18 (pp) RPL36A","0.835",,"0.9","0.956",,,"0.999","0.343"
"pp","RPS18 (pp) RPL9","false","pp","RPS18 (pp) RPL9","0.993",,"0.9","0.992",,"0.295","0.999","0.602"
"pp","RPS18 (pp) RPL17","false","pp","RPS18 (pp) RPL17","0.999",,"0.9","0.991",,"0.167","0.999","0.222"
"pp","RPL21 (pp) RPS10","false","pp","RPL21 (pp) RPS10","0.997",,"0.9","0.991",,,"0.999","0.901"
"pp","RPL21 (pp) RPS5","false","pp","RPL21 (pp) RPS5","0.997",,"0.9","0.991",,,"0.999","0.909"
"pp","RPL21 (pp) RPS19","false","pp","RPL21 (pp) RPS19","0.999",,"0.9","0.991",,"0.25","0.999","0.57"
"pp","RPL21 (pp) RPL27","false","pp","RPL21 (pp) RPL27","0.995",,"0.9","0.992",,,"0.999","0.538"
"pp","RPL21 (pp) RPL26","false","pp","RPL21 (pp) RPL26","0.997",,"0.9","0.992",,,"0.999","0.545"
"pp","RPL21 (pp) RPL28","false","pp","RPL21 (pp) RPL28","0.993",,"0.9","0.97",,,"0.999","0.951"
"pp","RPL21 (pp) RPLP0","false","pp","RPL21 (pp) RPLP0","0.992",,"0.9","0.992",,,"0.999","0.443"
"pp","RPL21 (pp) RPL30","false","pp","RPL21 (pp) RPL30","0.993",,"0.9","0.991",,,"0.999","0.463"
"pp","RPL21 (pp) RPL35A","false","pp","RPL21 (pp) RPL35A","0.993",,"0.9","0.992",,,"0.999","0.361"
"pp","RPL21 (pp) RPL37A","false","pp","RPL21 (pp) RPL37A","0.968",,"0.9","0.992",,"0.252","0.999","0.655"
"pp","RPL21 (pp) RPL36A","false","pp","RPL21 (pp) RPL36A","0.776",,"0.9","0.956",,,"0.999","0.575"
"pp","RPL21 (pp) RPL9","false","pp","RPL21 (pp) RPL9","0.997",,"0.9","0.992",,,"0.999","0.777"
"pp","RPL21 (pp) RPL17","false","pp","RPL21 (pp) RPL17","0.999",,"0.9","0.991",,,"0.999","0.223"
"pp","RPL21 (pp) RPS18","false","pp","RPL21 (pp) RPS18","0.999",,"0.9","0.991",,,"0.999","0.163"
"pp","RPL21 (pp) RPL31","false","pp","RPL21 (pp) RPL31","0.996",,"0.9","0.961",,"0.275","0.999","0.742"
"pp","RPL21 (pp) RPL14","false","pp","RPL21 (pp) RPL14","0.992",,"0.9","0.991",,,"0.999","0.682"
"pp","RPL21 (pp) RPL24","false","pp","RPL21 (pp) RPL24","0.99",,"0.9","0.992",,,"0.999","0.698"
"pp","RPL21 (pp) RPS6","false","pp","RPL21 (pp) RPS6","0.996",,"0.9","0.991",,,"0.999","0.567"
"pp","RPL21 (pp) ISG15","false","pp","RPL21 (pp) ISG15","0.201",,,"0.567",,,"0.642","0.05"
"pp","RPL21 (pp) RPL11","false","pp","RPL21 (pp) RPL11","0.995",,"0.9","0.992",,,"0.999","0.59"
"pp","RPL21 (pp) RPL10A","false","pp","RPL21 (pp) RPL10A","0.999",,"0.9","0.992",,,"0.999","0.428"
"pp","RPL21 (pp) RPS4X","false","pp","RPL21 (pp) RPS4X","0.993",,"0.9","0.992",,,"0.999","0.561"
"pp","RPL21 (pp) RPL7A","false","pp","RPL21 (pp) RPL7A","0.993",,"0.9","0.991",,,"0.999","0.534"
"pp","RPL21 (pp) RPL12","false","pp","RPL21 (pp) RPL12","0.992",,"0.9","0.991",,,"0.999","0.719"
"pp","RPL21 (pp) RPS3A","false","pp","RPL21 (pp) RPS3A","0.997",,"0.9","0.992",,"0.287","0.999","0.322"
"pp","F2 (pp) RPS19","false","pp","F2 (pp) RPS19",,,,,,,"0.448","0.448"
"pp","F2 (pp) C4A","false","pp","F2 (pp) C4A","0.153",,,"0.05",,,"0.543","0.477"
"pp","F2 (pp) FGG","false","pp","F2 (pp) FGG","0.811",,"0.9","0.86",,,"0.998","0.645"
"pp","F2 (pp) ADAM17","false","pp","F2 (pp) ADAM17",,,,,,,"0.588","0.588"
"pp","RPL11 (pp) RPS10","false","pp","RPL11 (pp) RPS10","0.997",,"0.9","0.992",,,"0.999","0.818"
"pp","RPL11 (pp) RPS5","false","pp","RPL11 (pp) RPS5","0.996",,"0.9","0.99",,"0.219","0.999","0.694"
"pp","RPL11 (pp) RPS19","false","pp","RPL11 (pp) RPS19","0.996",,"0.9","0.992",,,"0.999","0.897"
"pp","RPL11 (pp) RPL27","false","pp","RPL11 (pp) RPL27","0.997",,"0.9","0.992",,"0.185","0.999","0.575"
"pp","RPL11 (pp) RPL26","false","pp","RPL11 (pp) RPL26","0.997",,"0.9","0.96",,"0.185","0.999","0.865"
"pp","RPL11 (pp) RPL28","false","pp","RPL11 (pp) RPL28","0.991",,"0.9","0.801",,,"0.999","0.623"
"pp","RPL11 (pp) RPLP0","false","pp","RPL11 (pp) RPLP0","0.996",,"0.9","0.99",,"0.219","0.999","0.7"
"pp","RPL11 (pp) RPL30","false","pp","RPL11 (pp) RPL30","0.995",,"0.9","0.992",,,"0.999","0.755"
"pp","RPL11 (pp) RPL35A","false","pp","RPL11 (pp) RPL35A","0.997",,"0.9","0.988",,,"0.999","0.897"
"pp","RPL11 (pp) RPL37A","false","pp","RPL11 (pp) RPL37A","0.974",,"0.9","0.991",,,"0.999","0.626"
"pp","RPL11 (pp) RPL36A","false","pp","RPL11 (pp) RPL36A","0.795",,"0.9","0.956",,,"0.999","0.491"
"pp","RPL11 (pp) RPL9","false","pp","RPL11 (pp) RPL9","0.997","0.205","0.9","0.991",,"0.295","0.999","0.608"
"pp","RPL11 (pp) RPL17","false","pp","RPL11 (pp) RPL17","0.986",,"0.9","0.989",,"0.167","0.999","0.445"
"pp","RPL11 (pp) RPS18","false","pp","RPL11 (pp) RPS18","0.994",,"0.9","0.992",,"0.295","0.999","0.689"
"pp","RPL11 (pp) RPL31","false","pp","RPL11 (pp) RPL31","0.991",,"0.9","0.965",,,"0.999","0.741"
"pp","RPL11 (pp) RPL14","false","pp","RPL11 (pp) RPL14","0.992",,"0.9","0.992",,"0.185","0.999","0.67"
"pp","RPL11 (pp) RPL24","false","pp","RPL11 (pp) RPL24","0.99",,"0.9","0.992",,,"0.999","0.699"
"pp","RPL11 (pp) RPS6","false","pp","RPL11 (pp) RPS6","0.997",,"0.9","0.992",,,"0.999","0.7"
"pp","RPL11 (pp) ISG15","false","pp","RPL11 (pp) ISG15","0.169",,,"0.373",,,"0.482","0.086"
"pp","FGA (pp) CFB","false","pp","FGA (pp) CFB","0.226",,,"0.157",,,"0.526","0.332"
"pp","FGA (pp) C4A","false","pp","FGA (pp) C4A","0.166",,"0.9",,,,"0.938","0.326"
"pp","FGA (pp) FGG","false","pp","FGA (pp) FGG","0.993",,"0.9","0.966",,,"0.999","0.253"
"pp","FGA (pp) F2","false","pp","FGA (pp) F2","0.804",,"0.9","0.937",,,"0.999","0.619"
"pp","RPS4X (pp) RPS10","false","pp","RPS4X (pp) RPS10","0.991",,"0.9","0.999",,,"0.999","0.537"
"pp","RPS4X (pp) RPS5","false","pp","RPS4X (pp) RPS5","0.996",,"0.9","0.999",,,"0.999","0.472"
"pp","RPS4X (pp) RPS19","false","pp","RPS4X (pp) RPS19","0.993",,"0.9","0.998",,,"0.999","0.547"
"pp","RPS4X (pp) RPL27","false","pp","RPS4X (pp) RPL27","0.995",,"0.9","0.989",,"0.163","0.999","0.405"
"pp","RPS4X (pp) RPL26","false","pp","RPS4X (pp) RPL26","0.993","0.375","0.9","0.992",,"0.185","0.999","0.417"
"pp","RPS4X (pp) RPL28","false","pp","RPS4X (pp) RPL28","0.993",,"0.9","0.8",,,"0.999","0.549"
"pp","RPS4X (pp) RPLP0","false","pp","RPS4X (pp) RPLP0","0.997",,"0.9","0.991",,,"0.999","0.189"
"pp","RPS4X (pp) RPL30","false","pp","RPS4X (pp) RPL30","0.995","0.233","0.9","0.992",,,"0.999","0.389"
"pp","RPS4X (pp) RPL35A","false","pp","RPS4X (pp) RPL35A","0.997",,"0.9","0.99",,,"0.999","0.443"
"pp","RPS4X (pp) RPL37A","false","pp","RPS4X (pp) RPL37A","0.967","0.217","0.9","0.991",,,"0.999","0.635"
"pp","RPS4X (pp) RPL36A","false","pp","RPS4X (pp) RPL36A","0.833",,"0.9","0.956",,,"0.999","0.575"
"pp","RPS4X (pp) RPL9","false","pp","RPS4X (pp) RPL9","0.997","0.351","0.9","0.991",,"0.295","0.999","0.485"
"pp","RPS4X (pp) RPL17","false","pp","RPS4X (pp) RPL17","0.984","0.294","0.9","0.99",,"0.167","0.999","0.198"
"pp","RPS4X (pp) RPS18","false","pp","RPS4X (pp) RPS18","0.997",,"0.9","0.998",,,"0.999","0.624"
"pp","RPS4X (pp) RPL31","false","pp","RPS4X (pp) RPL31","0.993",,"0.9","0.965",,,"0.999","0.629"
"pp","RPS4X (pp) RPL14","false","pp","RPS4X (pp) RPL14","0.993",,"0.9","0.992",,"0.163","0.999","0.405"
"pp","RPS4X (pp) RPL24","false","pp","RPS4X (pp) RPL24","0.977",,"0.9","0.992",,,"0.999","0.448"
"pp","RPS4X (pp) RPS6","false","pp","RPS4X (pp) RPS6","0.997",,"0.9","0.998",,,"0.999","0.731"
"pp","RPS4X (pp) ISG15","false","pp","RPS4X (pp) ISG15","0.21",,,"0.38",,,"0.504","0.069"
"pp","RPS4X (pp) RPL11","false","pp","RPS4X (pp) RPL11","0.996",,"0.9","0.991",,"0.295","0.999","0.493"
"pp","RPS4X (pp) RPL10A","false","pp","RPS4X (pp) RPL10A","0.997",,"0.9","0.992",,,"0.999","0.371"
"pp","RPS19 (pp) RPS10","false","pp","RPS19 (pp) RPS10","0.999",,"0.9","0.991",,,"0.999","0.861"
"pp","RPS19 (pp) RPS5","false","pp","RPS19 (pp) RPS5","0.997",,"0.9","0.991",,,"0.999","0.743"
"pp","RPL9 (pp) RPS10","false","pp","RPL9 (pp) RPS10","0.997",,"0.9","0.992",,,"0.999","0.621"
"pp","RPL9 (pp) RPS5","false","pp","RPL9 (pp) RPS5","0.995",,"0.9","0.991",,"0.219","0.999","0.741"
"pp","RPL9 (pp) RPS19","false","pp","RPL9 (pp) RPS19","0.993",,"0.9","0.991",,,"0.999","0.469"
"pp","RPL9 (pp) RPL27","false","pp","RPL9 (pp) RPL27","0.997",,"0.9","0.991",,"0.185","0.999","0.645"
"pp","RPL9 (pp) RPL26","false","pp","RPL9 (pp) RPL26","0.997","0.411","0.9","0.96",,"0.185","0.999","0.552"
"pp","RPL9 (pp) RPL28","false","pp","RPL9 (pp) RPL28","0.993",,"0.9","0.8",,,"0.999","0.526"
"pp","RPL9 (pp) RPLP0","false","pp","RPL9 (pp) RPLP0","0.996",,"0.9","0.99",,"0.219","0.999","0.606"
"pp","RPL9 (pp) RPL30","false","pp","RPL9 (pp) RPL30","0.996",,"0.9","0.992",,,"0.999","0.79"
"pp","RPL9 (pp) RPL35A","false","pp","RPL9 (pp) RPL35A","0.996",,"0.9","0.99",,,"0.999","0.707"
"pp","RPL9 (pp) RPL37A","false","pp","RPL9 (pp) RPL37A","0.942","0.21","0.9","0.991",,,"0.999","0.054"
"pp","RPL9 (pp) RPL36A","false","pp","RPL9 (pp) RPL36A","0.712",,"0.9","0.955",,,"0.999","0.512"
"pp","RPL27 (pp) RPS10","false","pp","RPL27 (pp) RPS10","0.995",,"0.9","0.992",,,"0.999","0.74"
"pp","RPL27 (pp) RPS5","false","pp","RPL27 (pp) RPS5","0.996",,"0.9","0.977",,"0.112","0.999","0.507"
"pp","RPL27 (pp) RPS19","false","pp","RPL27 (pp) RPS19","0.995",,"0.9","0.992",,,"0.999","0.657"
"pp","RPL24 (pp) RPS10","false","pp","RPL24 (pp) RPS10","0.973",,"0.9","0.991",,,"0.999","0.605"
"pp","RPL24 (pp) RPS5","false","pp","RPL24 (pp) RPS5","0.984",,"0.9","0.99",,,"0.999","0.504"
"pp","RPL24 (pp) RPS19","false","pp","RPL24 (pp) RPS19","0.967",,"0.9","0.992",,,"0.999","0.633"
"pp","RPL24 (pp) RPL27","false","pp","RPL24 (pp) RPL27","0.989",,"0.9","0.992",,,"0.999","0.556"
"pp","RPL24 (pp) RPL26","false","pp","RPL24 (pp) RPL26","0.98",,"0.9","0.992",,,"0.999","0.549"
"pp","RPL24 (pp) RPL28","false","pp","RPL24 (pp) RPL28","0.965",,"0.9","0.8",,,"0.999","0.536"
"pp","RPL24 (pp) RPLP0","false","pp","RPL24 (pp) RPLP0","0.977",,"0.9","0.992",,,"0.999","0.408"
"pp","RPL24 (pp) RPL30","false","pp","RPL24 (pp) RPL30","0.987",,"0.9","0.991",,,"0.999","0.712"
"pp","RPL24 (pp) RPL35A","false","pp","RPL24 (pp) RPL35A","0.99",,"0.9","0.992",,,"0.999","0.583"
"pp","RPL24 (pp) RPL37A","false","pp","RPL24 (pp) RPL37A","0.961",,"0.9","0.992",,,"0.999","0.308"
"pp","RPL24 (pp) RPL36A","false","pp","RPL24 (pp) RPL36A","0.758",,"0.9","0.956",,,"0.999","0.356"
"pp","RPL24 (pp) RPL9","false","pp","RPL24 (pp) RPL9","0.991",,"0.9","0.992",,,"0.999","0.741"
"pp","RPL24 (pp) RPL17","false","pp","RPL24 (pp) RPL17","0.892",,"0.9","0.991",,,"0.999","0.208"
"pp","RPL24 (pp) RPS18","false","pp","RPL24 (pp) RPS18","0.974",,"0.9","0.991",,,"0.999","0.404"
"pp","RPL24 (pp) RPL31","false","pp","RPL24 (pp) RPL31","0.978",,"0.9","0.962",,,"0.999","0.668"
"pp","RPL24 (pp) RPL14","false","pp","RPL24 (pp) RPL14","0.971",,"0.9","0.991",,,"0.999","0.677"
"pp","RPL31 (pp) RPS10","false","pp","RPL31 (pp) RPS10","0.978",,"0.9","0.96",,,"0.999","0.722"
"pp","RPL31 (pp) RPS5","false","pp","RPL31 (pp) RPS5","0.98",,"0.9","0.955",,,"0.999","0.686"
"pp","RPL31 (pp) RPS19","false","pp","RPL31 (pp) RPS19","0.992",,"0.9","0.962",,"0.295","0.999","0.712"
"pp","RPL31 (pp) RPL27","false","pp","RPL31 (pp) RPL27","0.997",,"0.9","0.963",,,"0.999","0.787"
"pp","RPL31 (pp) RPL26","false","pp","RPL31 (pp) RPL26","0.998",,"0.9","0.809",,,"0.999","0.801"
"pp","RPL31 (pp) RPL28","false","pp","RPL31 (pp) RPL28","0.993",,"0.9","0.799",,,"0.999","0.73"
"pp","RPL31 (pp) RPLP0","false","pp","RPL31 (pp) RPLP0","0.994",,"0.9","0.956",,"0.219","0.999","0.331"
"pp","RPL31 (pp) RPL30","false","pp","RPL31 (pp) RPL30","0.995",,"0.9","0.962",,,"0.999","0.72"
"pp","RPL31 (pp) RPL35A","false","pp","RPL31 (pp) RPL35A","0.997",,"0.9","0.963",,,"0.999","0.789"
"pp","RPL31 (pp) RPL37A","false","pp","RPL31 (pp) RPL37A","0.98",,"0.9","0.963",,,"0.999","0.638"
"pp","RPL31 (pp) RPL36A","false","pp","RPL31 (pp) RPL36A","0.787",,"0.9","0.792",,,"0.997","0.563"
"pp","RPL31 (pp) RPL9","false","pp","RPL31 (pp) RPL9","0.997",,"0.9","0.964",,,"0.999","0.677"
"pp","RPL31 (pp) RPL17","false","pp","RPL31 (pp) RPL17","0.97",,"0.9","0.953",,,"0.999","0.347"
"pp","RPL31 (pp) RPS18","false","pp","RPL31 (pp) RPS18","0.993",,"0.9","0.962",,,"0.999","0.245"
"pp","RPL28 (pp) RPS10","false","pp","RPL28 (pp) RPS10","0.984",,"0.9","0.796",,,"0.999","0.9"
"pp","RPL28 (pp) RPS5","false","pp","RPL28 (pp) RPS5","0.993",,"0.9","0.799",,,"0.999","0.907"
"pp","RPL28 (pp) RPS19","false","pp","RPL28 (pp) RPS19","0.993",,"0.9","0.954",,,"0.999","0.405"
"pp","RPL28 (pp) RPL27","false","pp","RPL28 (pp) RPL27","0.993",,"0.9","0.831",,,"0.999","0.607"
"pp","RPL28 (pp) RPL26","false","pp","RPL28 (pp) RPL26","0.99",,"0.9","0.778",,,"0.999","0.702"
"pp","RPS23 (pp) RPS10","false","pp","RPS23 (pp) RPS10","0.992",,"0.9","0.991",,,"0.999","0.593"
"pp","RPS23 (pp) RPS5","false","pp","RPS23 (pp) RPS5","0.992",,"0.9","0.991",,"0.167","0.999","0.568"
"pp","RPS23 (pp) RPS19","false","pp","RPS23 (pp) RPS19","0.993",,"0.9","0.992",,,"0.999","0.725"
"pp","RPS23 (pp) RPL27","false","pp","RPS23 (pp) RPL27","0.992",,"0.9","0.992",,"0.11","0.999","0.283"
"pp","RPS23 (pp) RPL26","false","pp","RPS23 (pp) RPL26","0.993",,"0.9","0.96",,"0.135","0.999","0.695"
"pp","RPS23 (pp) RPL28","false","pp","RPS23 (pp) RPL28","0.99",,"0.9","0.973",,,"0.999","0.568"
"pp","RPS23 (pp) RPLP0","false","pp","RPS23 (pp) RPLP0","0.986",,"0.9","0.992",,"0.167","0.999","0.479"
"pp","RPS23 (pp) RPL30","false","pp","RPS23 (pp) RPL30","0.981",,"0.9","0.991",,"0.219","0.999","0.742"
"pp","RPS23 (pp) RPL35A","false","pp","RPS23 (pp) RPL35A","0.991",,"0.9","0.96",,,"0.999","0.316"
"pp","RPS23 (pp) RPL37A","false","pp","RPS23 (pp) RPL37A","0.972",,"0.9","0.992",,,"0.999","0.129"
"pp","RPS23 (pp) RPL36A","false","pp","RPS23 (pp) RPL36A","0.803",,"0.9","0.956",,,"0.999","0.506"
"pp","RPS23 (pp) RPL9","false","pp","RPS23 (pp) RPL9","0.994","0.215","0.9","0.992",,"0.219","0.999","0.694"
"pp","RPS23 (pp) RPL17","false","pp","RPS23 (pp) RPL17","0.982",,"0.9","0.989",,"0.111","0.999","0.173"
"pp","RPS23 (pp) RPS18","false","pp","RPS23 (pp) RPS18","0.993",,"0.9","0.991",,"0.219","0.999","0.777"
"pp","RPS23 (pp) RPL31","false","pp","RPS23 (pp) RPL31","0.988",,"0.9","0.962",,,"0.999","0.532"
"pp","RPS23 (pp) RPL14","false","pp","RPS23 (pp) RPL14","0.983",,"0.9","0.991",,"0.11","0.999","0.652"
"pp","RPS23 (pp) RPL24","false","pp","RPS23 (pp) RPL24","0.959",,"0.9","0.991",,,"0.999","0.32"
"pp","RPS23 (pp) RPS6","false","pp","RPS23 (pp) RPS6","0.997",,"0.9","0.991",,,"0.999","0.734"
"pp","RPS23 (pp) ISG15","false","pp","RPS23 (pp) ISG15","0.148",,,"0.403",,,"0.47","0.042"
"pp","RPS23 (pp) RPL11","false","pp","RPS23 (pp) RPL11","0.994",,"0.9","0.992",,"0.219","0.999","0.729"
"pp","RPS23 (pp) RPL10A","false","pp","RPS23 (pp) RPL10A","0.994",,"0.9","0.992",,"0.167","0.999","0.405"
"pp","RPS23 (pp) RPS4X","false","pp","RPS23 (pp) RPS4X","0.993",,"0.9","0.992",,,"0.999","0.345"
"pp","RPS23 (pp) RPL7A","false","pp","RPS23 (pp) RPL7A","0.993",,"0.9","0.992",,"0.078","0.999","0.576"
"pp","RPS23 (pp) RPL12","false","pp","RPS23 (pp) RPL12","0.992",,"0.9","0.992",,"0.167","0.999","0.444"
"pp","RPS23 (pp) RPS3A","false","pp","RPS23 (pp) RPS3A","0.995",,"0.9","0.992",,,"0.999","0.252"
"pp","RPS23 (pp) RPL21","false","pp","RPS23 (pp) RPL21","0.993",,"0.9","0.991",,,"0.999","0.563"
"pp","RPS23 (pp) RPL27A","false","pp","RPS23 (pp) RPL27A","0.993",,"0.9","0.991",,"0.167","0.999","0.766"
"pp","RPS23 (pp) RPL3","false","pp","RPS23 (pp) RPL3","0.989","0.225","0.9","0.991",,"0.135","0.999","0.66"
"pp","RPS23 (pp) RPS15A","false","pp","RPS23 (pp) RPS15A","0.993",,"0.9","0.992",,"0.167","0.999","0.733"
"pp","RPS23 (pp) RPL13","false","pp","RPS23 (pp) RPL13","0.991",,"0.9","0.991",,,"0.999","0.203"
